student_id,course_id,course_name,description,semester
100027,9021,Algorithms: Design Analysis 1,Basics of Programming,2
100027,9034,Fundamentals - Red Hat,Basics of Programming,3
100027,9051,Software Engineering ,Basics of Programming,1
100027,9064,Computer Vision Fundamentals,Basics of Programming,2
100027,9077,Human-Computer Interaction I,Basics of Programming,3
100027,9094,Automated Software Testing,Basics of Programming,1
100027,9107,Building a Cybersecurity Toolkit,Basics of Programming,2
100028,9008,Basics of Programming,Basics of Programming,1
100028,9083,AWS - Cloud Security,Basics of Programming,1
100028,9088,AI Applications with Watson,Basics of Programming,1
100029,9009,HTML5 and CSS Fundamentals,Basics of Programming,1
100029,9084,Agile Software Development,Basics of Programming,1
100029,9089,Building Containerized Apps,Basics of Programming,1
100030,9005,Using Python for Research,Basics of Programming,3
100030,9009,HTML5 and CSS Fundamentals,Basics of Programming,1
100030,9022,CSS Basics,Basics of Programming,2
100030,9035,Algorithms,Basics of Programming,3
100030,9052,Computer Hardware and OS,Basics of Programming,1
100030,9065,Intro to Cloud Computing,Basics of Programming,2
100030,9078,Mining Massive Datasets,Basics of Programming,3
100030,9095,Databases Topics in SQL,Basics of Programming,1
100030,9108,Embedded Systems Essentials,Basics of Programming,2
100031,9009,HTML5 and CSS Fundamentals,Basics of Programming,1
100031,9013,JavaScript Introduction,Basics of Programming,2
100031,9060,Cybersecurity Infrastructure,Basics of Programming,1
100031,9068,Data Structures Fundamentals,Basics of Programming,2
100031,9073,Automata Theory,Basics of Programming,2
100031,9111,Cloud Computing Enterprise,Basics of Programming,1
100032,9006,Introduction to Linux,Basics of Programming,3
100032,9010,Computer Science 101,Basics of Programming,1
100032,9023,Unlocking Info Security 1,Basics of Programming,2
100032,9036,Python- Control Structures,Basics of Programming,3
100032,9053,HTML5 Apps and Games,Basics of Programming,1
100032,9066,Intro to DevOps and SRE,Basics of Programming,2
100032,9079,Implementation of DS,Basics of Programming,3
100032,9096,C Programming Using Linux,Basics of Programming,1
100032,9109,Enabling Tech for Data Science,Basics of Programming,2
100033,9007,Procedural Programming,Basics of Programming,3
100033,9011,AI for Everyone: Basics,Basics of Programming,1
100033,9024,Introduction to Cybersecurity,Basics of Programming,2
100033,9037,Embedded Microcontrollers,Basics of Programming,3
100033,9054,MATLAB for Beginners,Basics of Programming,1
100033,9067,Network and Security,Basics of Programming,2
100033,9080,Big Data Fundamentals,Basics of Programming,3
100033,9097,Cybersecurity  The CISO's View,Basics of Programming,1
100033,9110,Introduction to Cloud Foundry,Basics of Programming,2
100034,9010,Computer Science 101,Basics of Programming,1
100034,9085,Intro to Database Queries,Basics of Programming,1
100034,9090,Open Source Networking,Basics of Programming,1
100035,9010,Computer Science 101,Basics of Programming,1
100035,9014,Relational Databases,Basics of Programming,2
100035,9061,IoT Sensors and Devices,Basics of Programming,1
100035,9069,Unlocking Info Security  Part II,Basics of Programming,2
100035,9074,C Programming ,Basics of Programming,2
100035,9112,How to Code  Complex Data,Basics of Programming,1
100036,9011,AI for Everyone: Basics,Basics of Programming,1
100036,9015,C Programming,Basics of Programming,2
100036,9062,Exploring GraphQL,Basics of Programming,1
100036,9070,Animation and CGI Motion,Basics of Programming,2
100036,9075,Algorithmic Design Techniques,Basics of Programming,2
100036,9113,Cybersecurity Career Path,Basics of Programming,1
100037,9008,Basics of Programming,Basics of Programming,3
100037,9012,Machine Learning with Python,Basics of Programming,1
100037,9025,Python Data Structures,Basics of Programming,2
100037,9038,How to Code  Simple Data,Basics of Programming,3
100037,9055,Linux Basics  The CLI,Basics of Programming,1
100037,9068,Data Structures Fundamentals,Basics of Programming,2
100037,9081,C Programming  Pointers,Basics of Programming,3
100037,9098,Fundamentals of Java EE ,Basics of Programming,1
100037,9111,Cloud Computing Enterprise,Basics of Programming,2
100038,9009,HTML5 and CSS Fundamentals,Basics of Programming,3
100038,9013,JavaScript Introduction,Basics of Programming,1
100038,9026,Intro to Internet of Things (IoT),Basics of Programming,2
100038,9039,Cybersecurity in the IoT,Basics of Programming,3
100038,9056,Marketing Analytics and Sales,Basics of Programming,1
100038,9069,Unlocking Info Security  Part II,Basics of Programming,2
100038,9082,IoT Programming and Big Data,Basics of Programming,3
100038,9099,Embedded Systems ,Basics of Programming,1
100038,9112,How to Code  Complex Data,Basics of Programming,2
100039,9010,Computer Science 101,Basics of Programming,3
100039,9014,Relational Databases,Basics of Programming,1
100039,9027,C Programming: Basics,Basics of Programming,2
100039,9040,Build your very first iOS app,Basics of Programming,3
100039,9057,Intro to Java Part 1,Basics of Programming,1
100039,9070,Animation and CGI Motion,Basics of Programming,2
100039,9083,AWS - Cloud Security,Basics of Programming,3
100039,9100,"HTML5, CSS3, and JavaScript",Basics of Programming,1
100039,9113,Cybersecurity Career Path,Basics of Programming,2
100040,9011,AI for Everyone: Basics,Basics of Programming,1
100040,9086,IoT System Architecture ,Basics of Programming,1
100040,9091,Deep Learning Essentials,Basics of Programming,1
100045,9011,AI for Everyone: Basics,Basics of Programming,3
100045,9015,C Programming,Basics of Programming,1
100045,9028,Introduction to Networking,Basics of Programming,2
100045,9041,Object-Oriented Programming,Basics of Programming,3
100045,9058,Video game development,Basics of Programming,1
100045,9071,IT Foundations,Basics of Programming,2
100045,9084,Agile Software Development,Basics of Programming,3
100045,9101,Amazon SageMaker ,Basics of Programming,1
100045,9114,Databases Modeling,Basics of Programming,2
100046,9012,Machine Learning with Python,Basics of Programming,1
100046,9087,Big Data Analytics,Basics of Programming,1
100046,9092,Migrating to the AWS Cloud,Basics of Programming,1
100047,9012,Machine Learning with Python,Basics of Programming,3
100047,9016,Programming with JavaScript,Basics of Programming,1
100047,9029,Intro to coding in Java,Basics of Programming,2
100047,9042,Introduction to Jenkins,Basics of Programming,3
100047,9059,DS and Software Design,Basics of Programming,1
100047,9072,Algorithms  Design Part 2,Basics of Programming,2
100047,9085,Intro to Database Queries,Basics of Programming,3
100047,9102,Algorithmics with Python,Basics of Programming,1
100047,9115,Object-Oriented Design,Basics of Programming,2
100048,9013,JavaScript Introduction,Basics of Programming,3
100048,9017,Computer Science for Business,Basics of Programming,1
100048,9030,Data Science and Analytics,Basics of Programming,2
100048,9043,Computer Graphics,Basics of Programming,3
100048,9060,Cybersecurity Infrastructure,Basics of Programming,1
100048,9073,Automata Theory,Basics of Programming,2
100048,9086,IoT System Architecture ,Basics of Programming,3
100048,9103,Intro to Java Programming 2,Basics of Programming,1
100048,9116,Scripting and Programming,Basics of Programming,2
100049,9001,Programming for Everybody,Basics of Programming,2
100049,9014,Relational Databases,Basics of Programming,3
100049,9018,Artificial Intelligence (AI),Basics of Programming,1
100049,9031,ML-Data Science and Analytics,Basics of Programming,2
100049,9044,Data Science  with Python,Basics of Programming,3
100049,9061,IoT Sensors and Devices,Basics of Programming,1
100049,9074,C Programming ,Basics of Programming,2
100049,9087,Big Data Analytics,Basics of Programming,3
100049,9104,UML Class Diagrams,Basics of Programming,1
100052,9002,Intro to Computer Science,Basics of Programming,2
100052,9015,C Programming,Basics of Programming,3
100052,9019,Programming Basics,Basics of Programming,1
100052,9032,Intro to Cloud Infrastructure,Basics of Programming,2
100052,9045,Computing in Python III  ,Basics of Programming,3
100052,9062,Exploring GraphQL,Basics of Programming,1
100052,9075,Algorithmic Design Techniques,Basics of Programming,2
100052,9088,AI Applications with Watson,Basics of Programming,3
100052,9105,Data Science and Simulations,Basics of Programming,1
100054,9012,Machine Learning with Python,Basics of Programming,1
100054,9016,Programming with JavaScript,Basics of Programming,2
100054,9063,Blockchain Basics,Basics of Programming,1
100054,9071,IT Foundations,Basics of Programming,2
100054,9076,Algorithm Design and Analysis,Basics of Programming,2
100054,9114,Databases Modeling,Basics of Programming,1
100055,9003,Intro to AI with Python,Basics of Programming,2
100055,9016,Programming with JavaScript,Basics of Programming,3
100055,9020,HTML Coding,Basics of Programming,1
100055,9033,Machine Learning,Basics of Programming,2
100055,9046,Software  Fundamentals,Basics of Programming,3
100055,9063,Blockchain Basics,Basics of Programming,1
100055,9076,Algorithm Design and Analysis,Basics of Programming,2
100055,9089,Building Containerized Apps,Basics of Programming,3
100055,9106,Programming for Data Science,Basics of Programming,1
100057,9004,Web Programming with Python,Basics of Programming,2
100057,9017,Computer Science for Business,Basics of Programming,3
100057,9021,Algorithms: Design Analysis 1,Basics of Programming,1
100057,9034,Fundamentals - Red Hat,Basics of Programming,2
100057,9047,Foundations of Data Structures,Basics of Programming,3
100057,9064,Computer Vision Fundamentals,Basics of Programming,1
100057,9077,Human-Computer Interaction I,Basics of Programming,2
100057,9090,Open Source Networking,Basics of Programming,3
100057,9107,Building a Cybersecurity Toolkit,Basics of Programming,1
100058,9005,Using Python for Research,Basics of Programming,2
100058,9018,Artificial Intelligence (AI),Basics of Programming,3
100058,9022,CSS Basics,Basics of Programming,1
100058,9035,Algorithms,Basics of Programming,2
100058,9048,IoT - Software Integration,Basics of Programming,3
100058,9065,Intro to Cloud Computing,Basics of Programming,1
100058,9078,Mining Massive Datasets,Basics of Programming,2
100058,9091,Deep Learning Essentials,Basics of Programming,3
100058,9108,Embedded Systems Essentials,Basics of Programming,1
100059,9013,JavaScript Introduction,Basics of Programming,1
100059,9017,Computer Science for Business,Basics of Programming,2
100059,9064,Computer Vision Fundamentals,Basics of Programming,1
100059,9072,Algorithms  Design Part 2,Basics of Programming,2
100059,9077,Human-Computer Interaction I,Basics of Programming,2
100059,9115,Object-Oriented Design,Basics of Programming,1
100060,9013,JavaScript Introduction,Basics of Programming,1
100060,9088,AI Applications with Watson,Basics of Programming,1
100060,9093,IoT Networks and Protocols,Basics of Programming,1
100061,9006,Introduction to Linux,Basics of Programming,2
100061,9019,Programming Basics,Basics of Programming,3
100061,9023,Unlocking Info Security 1,Basics of Programming,1
100061,9036,Python- Control Structures,Basics of Programming,2
100061,9049,AI Chatbots Programming,Basics of Programming,3
100061,9066,Intro to DevOps and SRE,Basics of Programming,1
100061,9079,Implementation of DS,Basics of Programming,2
100061,9092,Migrating to the AWS Cloud,Basics of Programming,3
100061,9109,Enabling Tech for Data Science,Basics of Programming,1
100062,9014,Relational Databases,Basics of Programming,1
100062,9018,Artificial Intelligence (AI),Basics of Programming,2
100062,9065,Intro to Cloud Computing,Basics of Programming,1
100062,9073,Automata Theory,Basics of Programming,2
100062,9078,Mining Massive Datasets,Basics of Programming,2
100062,9116,Scripting and Programming,Basics of Programming,1
100063,9007,Procedural Programming,Basics of Programming,2
100063,9020,HTML Coding,Basics of Programming,3
100063,9024,Introduction to Cybersecurity,Basics of Programming,1
100063,9037,Embedded Microcontrollers,Basics of Programming,2
100063,9050,Computing in Python IV ,Basics of Programming,3
100063,9067,Network and Security,Basics of Programming,1
100063,9080,Big Data Fundamentals,Basics of Programming,2
100063,9093,IoT Networks and Protocols,Basics of Programming,3
100063,9110,Introduction to Cloud Foundry,Basics of Programming,1
100064,9014,Relational Databases,Basics of Programming,1
100064,9089,Building Containerized Apps,Basics of Programming,1
100064,9094,Automated Software Testing,Basics of Programming,1
100065,9001,Programming for Everybody,Basics of Programming,1
100065,9015,C Programming,Basics of Programming,1
100065,9019,Programming Basics,Basics of Programming,2
100065,9066,Intro to DevOps and SRE,Basics of Programming,1
100065,9074,C Programming ,Basics of Programming,2
100065,9079,Implementation of DS,Basics of Programming,2
100066,9002,Intro to Computer Science,Basics of Programming,1
100066,9016,Programming with JavaScript,Basics of Programming,1
100066,9020,HTML Coding,Basics of Programming,2
100066,9067,Network and Security,Basics of Programming,1
100066,9075,Algorithmic Design Techniques,Basics of Programming,2
100066,9080,Big Data Fundamentals,Basics of Programming,2
100068,9008,Basics of Programming,Basics of Programming,2
100068,9021,Algorithms: Design Analysis 1,Basics of Programming,3
100068,9025,Python Data Structures,Basics of Programming,1
100068,9038,How to Code  Simple Data,Basics of Programming,2
100068,9051,Software Engineering ,Basics of Programming,3
100068,9068,Data Structures Fundamentals,Basics of Programming,1
100068,9081,C Programming  Pointers,Basics of Programming,2
100068,9094,Automated Software Testing,Basics of Programming,3
100068,9111,Cloud Computing Enterprise,Basics of Programming,1
100069,9015,C Programming,Basics of Programming,1
100069,9090,Open Source Networking,Basics of Programming,1
100069,9095,Databases Topics in SQL,Basics of Programming,1
100071,9009,HTML5 and CSS Fundamentals,Basics of Programming,2
100071,9022,CSS Basics,Basics of Programming,3
100071,9026,Intro to Internet of Things (IoT),Basics of Programming,1
100071,9039,Cybersecurity in the IoT,Basics of Programming,2
100071,9052,Computer Hardware and OS,Basics of Programming,3
100071,9069,Unlocking Info Security  Part II,Basics of Programming,1
100071,9082,IoT Programming and Big Data,Basics of Programming,2
100071,9095,Databases Topics in SQL,Basics of Programming,3
100071,9112,How to Code  Complex Data,Basics of Programming,1
100072,9016,Programming with JavaScript,Basics of Programming,1
100072,9091,Deep Learning Essentials,Basics of Programming,1
100072,9096,C Programming Using Linux,Basics of Programming,1
100073,9003,Intro to AI with Python,Basics of Programming,1
100073,9017,Computer Science for Business,Basics of Programming,1
100073,9021,Algorithms: Design Analysis 1,Basics of Programming,2
100073,9068,Data Structures Fundamentals,Basics of Programming,1
100073,9076,Algorithm Design and Analysis,Basics of Programming,2
100073,9081,C Programming  Pointers,Basics of Programming,2
100075,9010,Computer Science 101,Basics of Programming,2
100075,9023,Unlocking Info Security 1,Basics of Programming,3
100075,9027,C Programming: Basics,Basics of Programming,1
100075,9040,Build your very first iOS app,Basics of Programming,2
100075,9053,HTML5 Apps and Games,Basics of Programming,3
100075,9070,Animation and CGI Motion,Basics of Programming,1
100075,9083,AWS - Cloud Security,Basics of Programming,2
100075,9096,C Programming Using Linux,Basics of Programming,3
100075,9113,Cybersecurity Career Path,Basics of Programming,1
100077,9011,AI for Everyone: Basics,Basics of Programming,2
100077,9024,Introduction to Cybersecurity,Basics of Programming,3
100077,9028,Introduction to Networking,Basics of Programming,1
100077,9041,Object-Oriented Programming,Basics of Programming,2
100077,9054,MATLAB for Beginners,Basics of Programming,3
100077,9071,IT Foundations,Basics of Programming,1
100077,9084,Agile Software Development,Basics of Programming,2
100077,9097,Cybersecurity  The CISO's View,Basics of Programming,3
100077,9114,Databases Modeling,Basics of Programming,1
100078,9012,Machine Learning with Python,Basics of Programming,2
100078,9025,Python Data Structures,Basics of Programming,3
100078,9029,Intro to coding in Java,Basics of Programming,1
100078,9042,Introduction to Jenkins,Basics of Programming,2
100078,9055,Linux Basics  The CLI,Basics of Programming,3
100078,9072,Algorithms  Design Part 2,Basics of Programming,1
100078,9085,Intro to Database Queries,Basics of Programming,2
100078,9098,Fundamentals of Java EE ,Basics of Programming,3
100078,9115,Object-Oriented Design,Basics of Programming,1
100080,9017,Computer Science for Business,Basics of Programming,1
100080,9092,Migrating to the AWS Cloud,Basics of Programming,1
100080,9097,Cybersecurity  The CISO's View,Basics of Programming,1
100081,9013,JavaScript Introduction,Basics of Programming,2
100081,9026,Intro to Internet of Things (IoT),Basics of Programming,3
100081,9030,Data Science and Analytics,Basics of Programming,1
100081,9043,Computer Graphics,Basics of Programming,2
100081,9056,Marketing Analytics and Sales,Basics of Programming,3
100081,9073,Automata Theory,Basics of Programming,1
100081,9086,IoT System Architecture ,Basics of Programming,2
100081,9099,Embedded Systems ,Basics of Programming,3
100081,9116,Scripting and Programming,Basics of Programming,1
100082,9018,Artificial Intelligence (AI),Basics of Programming,1
100082,9079,Implementation of DS,Basics of Programming,1
100082,9093,IoT Networks and Protocols,Basics of Programming,1
100083,9001,Programming for Everybody,Basics of Programming,1
100083,9014,Relational Databases,Basics of Programming,2
100083,9027,C Programming: Basics,Basics of Programming,3
100083,9031,ML-Data Science and Analytics,Basics of Programming,1
100083,9044,Data Science  with Python,Basics of Programming,2
100083,9057,Intro to Java Part 1,Basics of Programming,3
100083,9074,C Programming ,Basics of Programming,1
100083,9087,Big Data Analytics,Basics of Programming,2
100083,9100,"HTML5, CSS3, and JavaScript",Basics of Programming,3
100084,9019,Programming Basics,Basics of Programming,1
100084,9080,Big Data Fundamentals,Basics of Programming,1
100084,9094,Automated Software Testing,Basics of Programming,1
100085,9004,Web Programming with Python,Basics of Programming,1
100085,9018,Artificial Intelligence (AI),Basics of Programming,1
100085,9022,CSS Basics,Basics of Programming,2
100085,9069,Unlocking Info Security  Part II,Basics of Programming,1
100085,9077,Human-Computer Interaction I,Basics of Programming,2
100085,9082,IoT Programming and Big Data,Basics of Programming,2
100086,9020,HTML Coding,Basics of Programming,1
100086,9081,C Programming  Pointers,Basics of Programming,1
100086,9095,Databases Topics in SQL,Basics of Programming,1
100087,9021,Algorithms: Design Analysis 1,Basics of Programming,1
100087,9082,IoT Programming and Big Data,Basics of Programming,1
100087,9096,C Programming Using Linux,Basics of Programming,1
100088,9022,CSS Basics,Basics of Programming,1
100088,9083,AWS - Cloud Security,Basics of Programming,1
100088,9097,Cybersecurity  The CISO's View,Basics of Programming,1
100089,9002,Intro to Computer Science,Basics of Programming,1
100089,9015,C Programming,Basics of Programming,2
100089,9028,Introduction to Networking,Basics of Programming,3
100089,9032,Intro to Cloud Infrastructure,Basics of Programming,1
100089,9045,Computing in Python III  ,Basics of Programming,2
100089,9058,Video game development,Basics of Programming,3
100089,9075,Algorithmic Design Techniques,Basics of Programming,1
100089,9088,AI Applications with Watson,Basics of Programming,2
100089,9101,Amazon SageMaker ,Basics of Programming,3
100090,9003,Intro to AI with Python,Basics of Programming,1
100090,9016,Programming with JavaScript,Basics of Programming,2
100090,9029,Intro to coding in Java,Basics of Programming,3
100090,9033,Machine Learning,Basics of Programming,1
100090,9046,Software  Fundamentals,Basics of Programming,2
100090,9059,DS and Software Design,Basics of Programming,3
100090,9076,Algorithm Design and Analysis,Basics of Programming,1
100090,9089,Building Containerized Apps,Basics of Programming,2
100090,9102,Algorithmics with Python,Basics of Programming,3
100091,9023,Unlocking Info Security 1,Basics of Programming,1
100091,9084,Agile Software Development,Basics of Programming,1
100091,9098,Fundamentals of Java EE ,Basics of Programming,1
100092,9024,Introduction to Cybersecurity,Basics of Programming,1
100092,9085,Intro to Database Queries,Basics of Programming,1
100092,9099,Embedded Systems ,Basics of Programming,1
100093,9005,Using Python for Research,Basics of Programming,1
100093,9019,Programming Basics,Basics of Programming,1
100093,9023,Unlocking Info Security 1,Basics of Programming,2
100093,9070,Animation and CGI Motion,Basics of Programming,1
100093,9078,Mining Massive Datasets,Basics of Programming,2
100093,9083,AWS - Cloud Security,Basics of Programming,2
100094,9006,Introduction to Linux,Basics of Programming,1
100094,9020,HTML Coding,Basics of Programming,1
100094,9024,Introduction to Cybersecurity,Basics of Programming,2
100094,9071,IT Foundations,Basics of Programming,1
100094,9079,Implementation of DS,Basics of Programming,2
100094,9084,Agile Software Development,Basics of Programming,2
100095,9025,Python Data Structures,Basics of Programming,1
100095,9086,IoT System Architecture ,Basics of Programming,1
100095,9100,"HTML5, CSS3, and JavaScript",Basics of Programming,1
100096,9026,Intro to Internet of Things (IoT),Basics of Programming,1
100096,9087,Big Data Analytics,Basics of Programming,1
100096,9101,Amazon SageMaker ,Basics of Programming,1
100097,9027,C Programming: Basics,Basics of Programming,1
100097,9088,AI Applications with Watson,Basics of Programming,1
100097,9102,Algorithmics with Python,Basics of Programming,1
100098,9007,Procedural Programming,Basics of Programming,1
100098,9021,Algorithms: Design Analysis 1,Basics of Programming,1
100098,9025,Python Data Structures,Basics of Programming,2
100098,9072,Algorithms  Design Part 2,Basics of Programming,1
100098,9080,Big Data Fundamentals,Basics of Programming,2
100098,9085,Intro to Database Queries,Basics of Programming,2
100100,9028,Introduction to Networking,Basics of Programming,1
100100,9089,Building Containerized Apps,Basics of Programming,1
100100,9103,Intro to Java Programming 2,Basics of Programming,1
100102,9029,Intro to coding in Java,Basics of Programming,1
100102,9090,Open Source Networking,Basics of Programming,1
100102,9104,UML Class Diagrams,Basics of Programming,1
100104,9030,Data Science and Analytics,Basics of Programming,1
100104,9091,Deep Learning Essentials,Basics of Programming,1
100104,9105,Data Science and Simulations,Basics of Programming,1
100105,9031,ML-Data Science and Analytics,Basics of Programming,1
100105,9092,Migrating to the AWS Cloud,Basics of Programming,1
100105,9106,Programming for Data Science,Basics of Programming,1
100106,9008,Basics of Programming,Basics of Programming,1
100106,9022,CSS Basics,Basics of Programming,1
100106,9026,Intro to Internet of Things (IoT),Basics of Programming,2
100106,9073,Automata Theory,Basics of Programming,1
100106,9081,C Programming  Pointers,Basics of Programming,2
100106,9086,IoT System Architecture ,Basics of Programming,2
100107,9009,HTML5 and CSS Fundamentals,Basics of Programming,1
100107,9023,Unlocking Info Security 1,Basics of Programming,1
100107,9027,C Programming: Basics,Basics of Programming,2
100107,9074,C Programming ,Basics of Programming,1
100107,9082,IoT Programming and Big Data,Basics of Programming,2
100107,9087,Big Data Analytics,Basics of Programming,2
100108,9004,Web Programming with Python,Basics of Programming,1
100108,9017,Computer Science for Business,Basics of Programming,2
100108,9030,Data Science and Analytics,Basics of Programming,3
100108,9034,Fundamentals - Red Hat,Basics of Programming,1
100108,9047,Foundations of Data Structures,Basics of Programming,2
100108,9060,Cybersecurity Infrastructure,Basics of Programming,3
100108,9077,Human-Computer Interaction I,Basics of Programming,1
100108,9090,Open Source Networking,Basics of Programming,2
100108,9103,Intro to Java Programming 2,Basics of Programming,3
100109,9032,Intro to Cloud Infrastructure,Basics of Programming,1
100109,9093,IoT Networks and Protocols,Basics of Programming,1
100109,9107,Building a Cybersecurity Toolkit,Basics of Programming,1
100110,9005,Using Python for Research,Basics of Programming,1
